"","Anio","Mes","GasolinaSuper","GasolinaRegular","TotalGasolinas","Diesel","DieselLS","DieselULS","TotalDiesel","GLP","GasolinaAviacion","Kerosina","TurboJet","Bunker","Asfalto","PetCoke","AceitesLubricantes","GrasasLubricantes","Solventes","Naftas","Ceras","Butano","PetroleoReconstit","MTBE","Orimulsion","MezclasOleosas","PetroleoCrudo","TotalMensual"
"502",2014,12,583081.57,491072.11,1074153.68,1004032.65,NA,NA,1004032.65,380185.96,27979.07,124619.87,NA,91348.4,48364.5,152365.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2903049.86
"513",2015,1,471973.3,371420.59,843393.89,1324421.96,NA,NA,1324421.96,523352.31,NA,19111.3,NA,245584.89,142.9,148594.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3104601.52
"522",2015,2,664315.85,548714.53,1213030.38,955286.02,NA,NA,955286.02,421268.22,NA,170853.82,NA,162224.95,3349.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2926012.44
"532",2015,3,622883.1,453536.19,1076419.29,1164885.97,NA,NA,1164885.97,497168.6,NA,90955.77,NA,280843.31,8319.11,164423.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3283015.37
"542",2015,4,599558.55,537064.59,1136623.14,1130870.79,NA,NA,1130870.79,519603.84,NA,108382.5,NA,304405.66,15358.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3215244.26
"552",2015,5,618319.21,534049.28,1152368.49,954782.75,NA,NA,954782.75,415890.34,NA,58745.67,NA,375606.55,33380.56,163409.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3154183.76
"562",2015,6,525280.85,394824.33,920105.18,862071.77,NA,NA,862071.77,526358.48,NA,100499.13,NA,336491.48,10275.34,162807.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2918609.19
"572",2015,7,616269.01,519374.15,1135643.16,1149630.43,NA,NA,1149630.43,411971.43,NA,123496.73,NA,235587.32,2723.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3059052.87
"582",2015,8,467373.13,328552.07,795925.2,919285.9,NA,NA,919285.9,561563.81,NA,119764.65,NA,348192.53,3047.6,165284.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2913063.82
"592",2015,9,576250.29,485906.49,1062156.78,754068.77,NA,NA,754068.77,480268.89,NA,147445.06,NA,513707.26,74.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2957721.64
"602",2015,10,533620.64,432666.75,966287.39,1163425.95,NA,NA,1163425.95,423239.36,11536.58,135724.25,NA,250054.86,571.4,148515.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3099355.08
"612",2015,11,724273.97,574547.76,1298821.73,904700.42,NA,NA,904700.42,637316.48,NA,184093.93,NA,263741.4,11175.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3299849.79
"622",2015,12,498798.79,319329.71,818128.5,1113876.28,NA,NA,1113876.28,500684.29,NA,116266.75,NA,208710.54,640.37,148507.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2906814.1
"314",2016,1,729211.43,546876.54,1276087.97,987507.78,NA,NA,987507.78,748970.64,NA,16000,104377.6,178437.6,27449.2,162512.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3501343.52
"414",2016,2,405559.45,424074.81,829634.26,1167227.96,NA,NA,1167227.96,287337.74,NA,24900,117800.1,370085.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2796986.02
"514",2016,3,771024.11,508542.18,1279566.29,1498844.95,NA,NA,1498844.95,504451.07,25081.9,13000,111203.62,264193.1,2716.52,181497.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3880554.92
"65",2016,4,502728.88,527083.64,1029812.52,1137213.1,NA,NA,1137213.1,587482.69,NA,16000,59681.73,269518.34,4428.6,161331.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3265468.87
"73",2016,5,615900.31,528347.81,1144248.12,1035544.08,NA,NA,1035544.08,416912.47,NA,19000,97343.58,495459.41,1714.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3210221.96
"83",2016,6,502082.45,397477.4,899559.85,800222.53,NA,NA,800222.53,703319.23,NA,16000,81862.33,400963.62,2142.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2904070.46
"93",2016,7,618366.1,526652.73,1145018.83,859222.62,NA,NA,859222.62,455823.14,NA,22000,108804.2,127905.46,NA,181500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2900274.25
"103",2016,8,625218.9,512202.57,1137421.47,701185.75,NA,NA,701185.75,588310.54,285,20000,147462.11,246976.3,428.6,181492.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3023562.62
"113",2016,9,677892.97,567786.57,1245679.54,1274128.31,NA,NA,1274128.31,306543.41,NA,17000,94858.75,188931.32,1571.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3128712.73
"123",2016,10,546154.65,455850.76,1002005.41,927923.5,NA,NA,927923.5,717388.57,NA,26173,81839.62,62511.8,1428.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2819270.5
"133",2016,11,725548.16,476784.16,1202332.32,957656.05,NA,NA,957656.05,505975.98,6444.2,13197,95032.9,304552.31,4142.9,165005.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3254339.16
"143",2016,12,526573.96,473659.59,1000233.55,1303735.78,NA,NA,1303735.78,584807.19,NA,31039.2,158719.36,306550.77,3857,160560.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3549503.52
"153",2017,1,748233.58,527564.9,1275798.48,842993.49,NA,NA,842993.49,567345.82,NA,NA,33917.24,213661.5,3190,NA,NA,NA,NA,NA,NA,72.29,NA,NA,NA,NA,NA,2936978.82
"163",2017,2,497707.41,469140.06,966847.47,844676.98,NA,NA,844676.98,279527.23,21844.81,1040,152952.2,72649.78,714.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2340252.77
"173",2017,3,734984.24,608144.98,1343129.22,1351787.92,NA,NA,1351787.92,780048.59,3505.27,NA,75312.22,376955.72,3142.9,388055.94,NA,NA,NA,NA,NA,72.29,NA,NA,NA,NA,NA,4322010.07
"183",2017,4,632843.41,681303.11,1314146.52,1406022.43,NA,NA,1406022.43,530578.14,508.27,NA,154934.13,106518.75,1285.71,404822.98,NA,NA,NA,NA,NA,72.29,NA,NA,NA,NA,NA,3918889.22
"193",2017,5,442311.09,386088.18,828399.27,889926.86,NA,NA,889926.86,604702.55,3193.64,NA,105375.23,160374.5,1285.71,NA,NA,NA,NA,NA,NA,72.29,NA,NA,NA,NA,NA,2593330.05
"203",2017,6,582374.34,519389.66,1101764,902659,NA,NA,902659,487244.19,367.94,NA,48933.84,191218.23,1428.57,182141.85,NA,NA,NA,NA,NA,72.29,NA,NA,NA,NA,NA,2915829.91
"213",2017,7,769214.06,433026.08,1202240.14,994338.3,NA,NA,994338.3,510428.14,NA,NA,54997.21,85356.63,1857.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2849217.56
"223",2017,8,607368.72,592103.31,1199472.03,846696.35,NA,NA,846696.35,538582.14,666.23,NA,76542.18,44448.27,3269.86,583079.69,NA,NA,NA,NA,NA,144.57,NA,NA,NA,NA,NA,3292901.32
"233",2017,9,401678.98,316435.22,718114.2,925397.87,NA,NA,925397.87,350294.57,NA,NA,125724.44,218358.99,3857.14,NA,NA,NA,NA,NA,NA,72.29,NA,NA,NA,NA,NA,2341819.5
"243",2017,10,657241.76,574073.61,1231315.37,740198.57,NA,NA,740198.57,584709.61,6925.95,NA,132304.57,219812.14,5286.19,167584.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3088136.41
"253",2017,11,504247.31,434963.36,939210.67,1135350.1,NA,NA,1135350.1,935986.51,NA,NA,24435.17,127575.05,10880.53,NA,NA,NA,NA,NA,NA,72.29,NA,NA,NA,NA,NA,3173510.32
"263",2017,12,803216.88,679441.47,1482658.35,1305047.55,NA,NA,1305047.55,595421.43,4729.14,NA,80037.74,56960,3150.02,155599.02,NA,NA,NA,NA,NA,72.29,NA,NA,NA,NA,NA,3683675.54
"273",2018,1,535784.7,571858.06,1107642.76,NA,1153831.89,21987.53,1175819.42,396363.05,NA,NA,92894.94,134033.14,5302.14,NA,NA,NA,NA,NA,NA,78.78,NA,NA,NA,NA,NA,2912134.23
"283",2018,2,629467.91,509366.1,1138834.01,NA,921684.12,29946.48,951630.6,591000.02,NA,NA,52337.76,85318.21,3721.91,407070.3,NA,NA,NA,NA,NA,0.37,NA,NA,NA,NA,NA,3229913.18
"293",2018,3,529507.15,563899.06,1093406.21,NA,889227.1,12064.95,901292.05,644245.4,15747.16,NA,23906.14,84988.82,6182.35,418762.45,NA,NA,NA,NA,NA,74.03,NA,NA,NA,NA,NA,3188604.61
"303",2018,4,617512.28,510830,1128342.28,NA,696962.77,NA,696962.77,188590.81,NA,NA,70906.87,219805.45,1877.72,NA,NA,NA,NA,NA,NA,72.29,NA,NA,NA,NA,NA,2306558.19
"315",2018,5,580329.35,580825.11,1161154.46,NA,1592580.34,38055.3,1630635.64,636234.13,NA,NA,72992.51,111460.41,4300,327075.21,NA,NA,NA,NA,NA,6.96,NA,NA,NA,NA,NA,3943859.32
"323",2018,6,558257.59,463620.61,1021878.2,NA,777679.91,NA,777679.91,618811.33,21208.26,1000,34249.65,130426.6,6413,NA,NA,NA,NA,NA,NA,144.57,NA,NA,NA,NA,NA,2611811.52
"333",2018,7,784601.77,543333.77,1327935.54,NA,793683.41,NA,793683.41,584386.15,4005.99,NA,40811,148012.12,8518.71,385600.49,NA,NA,NA,NA,NA,5.84,NA,NA,NA,NA,NA,3292959.25
"343",2018,8,541557.34,663834.04,1205391.38,NA,1281364.78,NA,1281364.78,408658.63,20437.54,NA,81985.47,214625.41,3434.71,NA,NA,NA,NA,NA,NA,74.63,NA,NA,NA,NA,NA,3215972.55
"353",2018,9,536897.09,454442.87,991339.96,NA,896266.43,NA,896266.43,449846.76,18379.3,NA,94980.04,26753.84,4473.29,406985.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2889025.05
"363",2018,10,663440.34,726044.35,1389484.69,NA,992682.04,6049,998731.04,600230.45,2395.3,NA,55219.75,150085.74,4285.71,418296.61,NA,NA,NA,NA,NA,74.94,NA,NA,NA,NA,NA,3618804.23
"373",2018,11,509382.86,534084.49,1043467.35,NA,899588.34,39035.84,938624.18,598626.16,NA,NA,52310.24,65312.15,2584.71,244787,NA,NA,NA,NA,NA,73.85,NA,NA,NA,NA,NA,2945785.64
"383",2018,12,631652.56,535639.97,1167292.53,NA,792198.66,NA,792198.66,614887,NA,NA,87868.41,84669.38,2588.13,438155.24,NA,NA,NA,NA,NA,83.27,NA,NA,NA,NA,NA,3187742.62
"393",2019,1,684504.84,702923.37,1387428.21,NA,1195728.2,NA,1195728.2,414086.12,15399.57,NA,59152.84,196719.1,3058.43,208276.69,16541.3,585.91,7282.59,350.92,334,0.41,NA,NA,NA,475.49,NA,3505419.78
"403",2019,2,521555.38,469437.28,990992.66,NA,1208476.16,NA,1208476.16,460518.8,1801.96,NA,101570.62,100485.14,8794.74,279583.39,21619.99,545.97,11978.35,342.55,307.6,144.57,NA,NA,NA,1911.93,NA,3189074.42
"415",2019,3,704276.53,678145.38,1382421.91,NA,1550052.84,NA,1550052.84,384425.56,NA,NA,118678.8,109888.23,10715.12,256490,17980.15,996.49,4717.69,NA,426.69,80.58,NA,NA,NA,2170.21,NA,3839044.27
"423",2019,4,656495.95,867761.34,1524257.29,NA,1215209.05,39866.57,1255075.62,670633.92,14371.63,NA,76765.06,280702.33,3114.36,276252.72,17450.33,477.01,5112.74,NA,512.67,147.59,NA,NA,NA,1944.32,NA,4126817.59
"433",2019,5,568128.41,596798.22,1164926.63,NA,1011872.87,NA,1011872.87,623466.22,NA,NA,59987.32,103315.2,6650.62,485520.18,22195.29,489.43,6263.91,NA,171.98,82.01,NA,NA,NA,2658.48,NA,3487600.14
"443",2019,6,629788.43,712731.8,1342520.23,NA,1029100.9,NA,1029100.9,612732.27,13290.5,NA,68548.57,346048.3,4484.73,256057.52,22041.5,225.87,9967.36,NA,507.79,NA,NA,NA,NA,NA,NA,3705525.54
"453",2019,7,516273.85,531577.64,1047851.49,NA,1056569.11,NA,1056569.11,667486.78,NA,NA,63368.64,13652.9,19590.13,NA,20059.59,117.68,9079.17,NA,202.29,75.79,NA,NA,NA,3134.83,NA,2901188.41
"463",2019,8,713859.98,896841.31,1610701.29,NA,1167556.89,NA,1167556.89,586430.65,NA,NA,75962.03,141908.64,9374.15,NA,19268.71,176.82,3968.23,NA,404.4,7.34,NA,NA,NA,952.38,NA,3616711.53
"473",2019,9,491194.71,518043.68,1009238.39,NA,717490.02,7551.05,725041.07,850778.21,NA,NA,58060.4,108983.7,5473.85,212326.74,17011.47,348.21,8867.9,340.1,557.9,79.33,NA,NA,NA,166.67,NA,2997273.94
"483",2019,10,691407.73,712672.38,1404080.11,NA,1160570.85,35005.92,1195576.77,225207.04,NA,NA,43064.61,95514.49,10751.21,525400,19109.12,115.83,7671.02,NA,107.93,1.09,NA,NA,NA,2499.43,NA,3529098.65
"493",2019,11,658706.42,791039.02,1449745.44,NA,1122990.69,NA,1122990.69,610868.12,2070.48,NA,56475.66,84414.64,6971.48,NA,16108.61,320.44,13551.9,NA,427.5,149.09,NA,NA,NA,2579.15,NA,3366673.2
"503",2019,12,797580.75,731012.24,1528592.99,NA,1098972.39,NA,1098972.39,600003.85,NA,39972.88,39148.46,164276.76,5682.6,245057,27097.05,313.8,7373.88,NA,434.83,13.01,NA,NA,NA,2899.75,NA,3759839.25
"515",2020,1,573220.63,629414.9,1202635.53,NA,999181.2,34013.75,1033194.95,715600.32,NA,NA,64745.4,8484.76,4205.43,NA,19015.04,721.04,9005.37,NA,596.33,148.95,NA,NA,NA,1647.63,NA,3060000.75
"523",2020,2,611314.13,741509.07,1352823.2,NA,1237018.37,12300.92,1249319.29,451331.7,23690.3,NA,71115.46,158888.73,5960,849463.41,21047.21,177.68,8881.49,NA,237.16,NA,NA,NA,NA,2607.12,NA,4195542.75
"533",2020,3,809640.18,735491.29,1545131.47,NA,1367335.14,1991.32,1369326.46,643278.89,NA,NA,116115.4,262105.89,3351.04,249651.49,22930.96,590.64,10977.78,NA,920.12,NA,NA,NA,NA,1267.79,NA,4225647.93
"543",2020,4,453153.09,329134.18,782287.27,NA,834366.52,NA,834366.52,510349.93,288.62,NA,NA,195126.19,2443.86,NA,21591.95,363.63,6952.78,NA,756.32,144.57,NA,NA,NA,NA,NA,2354671.64
"553",2020,5,170292.5,415805.82,586098.32,NA,691066.44,2997.1,694063.54,616381.45,NA,NA,NA,77729.35,5300,231418,16064.15,507.39,6147.08,NA,396.85,72.29,NA,NA,NA,NA,NA,2234178.42
"563",2020,6,415672.19,683322.72,1098994.91,NA,1066148.05,48945.91,1115093.96,467664.76,NA,NA,18372.88,126935.72,5451,241228,15086.16,364.94,9716.36,259.99,280.4,NA,NA,NA,NA,NA,NA,3099449.08
"573",2020,7,347541.59,451717.75,799259.34,NA,779930.57,NA,779930.57,675337.54,NA,NA,29742.42,95456.23,4142.86,602780.29,24023.78,311.23,7703.4,247.67,NA,72.29,NA,NA,NA,NA,NA,3019007.62
"583",2020,8,414416.34,547899.55,962315.89,NA,791258.19,7998.76,799256.95,634320.07,NA,NA,46730.75,60562.44,3118.87,NA,18020.13,393.75,4201.86,1.14,524.4,72.29,NA,NA,NA,NA,NA,2529518.54
"593",2020,9,563742.5,591799.83,1155542.33,NA,1021360.83,NA,1021360.83,315527.09,2261.75,NA,NA,28529.93,579.76,351581.75,18803.77,329.23,19486.3,NA,NA,72.29,NA,NA,NA,356.4,NA,2914431.43
"603",2020,10,733692.01,861840.54,1595532.55,NA,891340.69,NA,891340.69,960840.53,NA,NA,22389.55,170477,4594.86,NA,25940.04,369.36,6118.08,0.38,519.98,72.86,NA,NA,NA,NA,NA,3678195.88
"613",2020,11,570262.17,696600.14,1266862.31,NA,1152909.51,44596.07,1197505.58,328603.13,708.35,NA,26211.17,160324.99,2720.06,357873.68,24172.72,388.25,24501.43,60,339,NA,NA,NA,NA,933.81,NA,3391204.48
"623",2020,12,777450.55,780347.28,1557797.83,NA,1050560.83,NA,1050560.83,684160.08,176.69,NA,36051,105609.42,4862.74,281577.99,24292.17,668.76,10024.51,7.67,287.36,144.57,NA,NA,NA,1116.47,NA,3757338.09
"316",2021,1,642652.37,626537.48,1269189.85,NA,1185644.96,1499.38,1187144.34,475619.63,NA,NA,34039.29,74116.04,2857.14,360218.54,30676.78,559.25,13170.43,NA,158.88,NA,NA,NA,NA,285.71,NA,3448035.88
"416",2021,2,726508.78,715261.34,1441770.12,NA,1076824.67,1203.34,1078028.01,617782.99,NA,NA,36199.22,90475.23,2944.55,NA,25287.66,469.36,13709.49,2.85,597.3,NA,NA,NA,NA,1941.72,NA,3309208.5
"516",2021,3,850334.64,772750.01,1623084.65,NA,1345110.18,13415.05,1358525.23,604151.98,22193.67,NA,44504.81,219041.83,2766.58,232451.5,39423.46,512.05,3207.39,48,329.9,NA,NA,NA,NA,1543.65,NA,4151784.7
"66",2021,4,1227173.53,634408.89,1861582.42,NA,1250171.58,39568.59,1289740.17,664443.94,NA,NA,60378.83,134271.99,2373.03,NA,34361.43,944.87,18218.88,NA,331.4,NA,NA,NA,NA,1008.98,191,4067846.94
"74",2021,5,673824.38,697161.3,1370985.68,NA,1352156.27,NA,1352156.27,678501.06,NA,NA,34196,70289.08,4002.38,554574.24,44746.07,270.53,21389.99,3.4,907.08,NA,NA,NA,NA,1689.58,NA,4133711.36
